title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Troubleshooting reference,https://www.palantir.com/docs/foundry/data-connection/agents-troubleshooting/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Architecture,https://www.palantir.com/docs/foundry/data-connection/architecture/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Connection security,https://www.palantir.com/docs/foundry/data-connection/connection-security/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Core Concepts,https://www.palantir.com/docs/foundry/data-connection/core-concepts/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
exported to third-party systems,https://www.palantir.com/docs/foundry/data-connection/export-overview/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration | Observability
Export tasks [Legacy],https://www.palantir.com/docs/foundry/data-connection/export-tasks/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
External functions,https://www.palantir.com/docs/foundry/data-connection/external-functions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Legacy external transforms,https://www.palantir.com/docs/foundry/data-connection/external-transforms-legacy/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
External transforms,https://www.palantir.com/docs/foundry/data-connection/external-transforms/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Faq,https://www.palantir.com/docs/foundry/data-connection/faq/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
File-based syncs,https://www.palantir.com/docs/foundry/data-connection/file-based-syncs/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Foundry worker vs. agent worker,https://www.palantir.com/docs/foundry/data-connection/foundry-worker-vs-agent-worker/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Initial setup overview,https://www.palantir.com/docs/foundry/data-connection/initial-setup-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Security,https://www.palantir.com/docs/foundry/data-connection/listeners-email-security/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/listeners-email/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Event processing,https://www.palantir.com/docs/foundry/data-connection/listeners-event-processing/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a Google Pub/Sub listener,https://www.palantir.com/docs/foundry/data-connection/listeners-google-pub-sub/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Security,https://www.palantir.com/docs/foundry/data-connection/listeners-https-security/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/listeners-https/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a Jira listener,https://www.palantir.com/docs/foundry/data-connection/listeners-jira/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/listeners-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create an AI-powered Slack bot,https://www.palantir.com/docs/foundry/data-connection/listeners-slack-bot/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a Slack listener,https://www.palantir.com/docs/foundry/data-connection/listeners-slack/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Listener subdomains,https://www.palantir.com/docs/foundry/data-connection/listeners-subdomains/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Security,https://www.palantir.com/docs/foundry/data-connection/listeners-websocket-security/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/listeners-websocket/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add sync to a Marketplace product,https://www.palantir.com/docs/foundry/data-connection/marketplace-data-connection/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add virtual tables to a Marketplace product,https://www.palantir.com/docs/foundry/data-connection/marketplace-virtual-tables/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a media set sync,https://www.palantir.com/docs/foundry/data-connection/media-set-sync/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
OpenID Connect (OIDC) authentication,https://www.palantir.com/docs/foundry/data-connection/oidc/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Optimize JDBC syncs,https://www.palantir.com/docs/foundry/data-connection/optimize-jdbc-syncs/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/overview/,Foundry & AIP,Data connectivity & integration,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Data connectivity & integration
Permissions reference,https://www.palantir.com/docs/foundry/data-connection/permissions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Push data into a stream,https://www.palantir.com/docs/foundry/data-connection/push-based-ingestion/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up an agent,https://www.palantir.com/docs/foundry/data-connection/set-up-agent/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a direct connection,https://www.palantir.com/docs/foundry/data-connection/set-up-direct-connection/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a source,https://www.palantir.com/docs/foundry/data-connection/set-up-source/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a streaming sync,https://www.palantir.com/docs/foundry/data-connection/set-up-streaming-sync/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a sync,https://www.palantir.com/docs/foundry/data-connection/set-up-sync/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Source exploration,https://www.palantir.com/docs/foundry/data-connection/source-exploration/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Sources in Python environments,https://www.palantir.com/docs/foundry/data-connection/sources-in-python/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Troubleshooting reference,https://www.palantir.com/docs/foundry/data-connection/syncs-troubleshooting/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Troubleshooting,https://www.palantir.com/docs/foundry/data-connection/troubleshooting/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Set up a webhook for the Microsoft Graph API,https://www.palantir.com/docs/foundry/data-connection/webhooks-microsoft-graph-api/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Connection — Overview,https://www.palantir.com/docs/foundry/data-connection/webhooks-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configuration reference,https://www.palantir.com/docs/foundry/data-connection/webhooks-reference/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Set up a webhook,https://www.palantir.com/docs/foundry/data-connection/webhooks-setup/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Application reference,https://www.palantir.com/docs/foundry/data-integration/application-reference/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Branching,https://www.palantir.com/docs/foundry/data-integration/branching/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Batch and streaming transforms,https://www.palantir.com/docs/foundry/data-integration/builds/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration | Observability
Change data capture (CDC),https://www.palantir.com/docs/foundry/data-integration/change-data-capture/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Learn more about connecting to data in Foundry.,https://www.palantir.com/docs/foundry/data-integration/connecting-to-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Learn more about transforming data with Foundry.,https://www.palantir.com/docs/foundry/data-integration/data-pipeline/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
datasets,https://www.palantir.com/docs/foundry/data-integration/datasets/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration | Ontology building
Flink fundamentals,https://www.palantir.com/docs/foundry/data-integration/flink-streaming/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Palantir-provided drivers for JDBC sources,https://www.palantir.com/docs/foundry/data-integration/foundry-provided-drivers/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
S3-compatible API for Foundry datasets,https://www.palantir.com/docs/foundry/data-integration/foundry-s3-api/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Health checks,https://www.palantir.com/docs/foundry/data-integration/health-checks/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Iceberg tables,https://www.palantir.com/docs/foundry/data-integration/iceberg-tables/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Media sets (unstructured data),https://www.palantir.com/docs/foundry/data-integration/media-sets/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data connectivity & integration,https://www.palantir.com/docs/foundry/data-integration/overview/,Foundry & AIP,Data connectivity & integration,P0,"Official data-plane overview: sources, datasets, streams, media, pipelines, schedules, lineage, and health.",2026-07-27,AI Platform (AIP) | Analytics | Data connectivity & integration | Developer toolchain | Management & enablement | Model connectivity & development | Observability | Ontology building | Product delivery | Security & governance | Use case development
Reset stream,https://www.palantir.com/docs/foundry/data-integration/reset-stream/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Schedules,https://www.palantir.com/docs/foundry/data-integration/schedules/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Integration — Overview,https://www.palantir.com/docs/foundry/data-integration/source-type-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Stream monitoring,https://www.palantir.com/docs/foundry/data-integration/stream-monitoring/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Streaming,https://www.palantir.com/docs/foundry/data-integration/streaming-guide/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Streaming profiles,https://www.palantir.com/docs/foundry/data-integration/streaming-profiles/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Streams,https://www.palantir.com/docs/foundry/data-integration/streams/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Views,https://www.palantir.com/docs/foundry/data-integration/views/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
virtual tables,https://www.palantir.com/docs/foundry/data-integration/virtual-tables/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration | Ontology building
Data Lifetime — Faq,https://www.palantir.com/docs/foundry/data-lifetime/FAQ/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Data Lifetime — Core Concepts,https://www.palantir.com/docs/foundry/data-lifetime/core-concepts-data-lifetime/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Create a deletion policy,https://www.palantir.com/docs/foundry/data-lifetime/creating-a-deletion-policy/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Implications of deletion policies,https://www.palantir.com/docs/foundry/data-lifetime/deletion-policies-implications/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Data Lifetime — Getting Started,https://www.palantir.com/docs/foundry/data-lifetime/getting-started/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Data Lifetime — Overview,https://www.palantir.com/docs/foundry/data-lifetime/overview/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Create a policy override,https://www.palantir.com/docs/foundry/data-lifetime/policy-overrides/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Remove a deletion policy,https://www.palantir.com/docs/foundry/data-lifetime/removing-a-policy/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
View policy activity history,https://www.palantir.com/docs/foundry/data-lifetime/view-changes-applied-policy/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Branching data lineage,https://www.palantir.com/docs/foundry/data-lineage/branching-data-lineage/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Build datasets,https://www.palantir.com/docs/foundry/data-lineage/build-datasets/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
View build timeline,https://www.palantir.com/docs/foundry/data-lineage/build-timeline/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Check resource permissions,https://www.palantir.com/docs/foundry/data-lineage/check-permissions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
View dataset preview and logic,https://www.palantir.com/docs/foundry/data-lineage/dataset-preview-logic/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Roll back a dataset,https://www.palantir.com/docs/foundry/data-lineage/dataset-rollback/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Graph elements reference,https://www.palantir.com/docs/foundry/data-lineage/elements-reference/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Explore artifacts and ontology entities,https://www.palantir.com/docs/foundry/data-lineage/explore-artifacts/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Explore data lineage,https://www.palantir.com/docs/foundry/data-lineage/explore-lineage/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Lineage — Faq,https://www.palantir.com/docs/foundry/data-lineage/faq/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Find datasets with a given column,https://www.palantir.com/docs/foundry/data-lineage/find-column/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Manage schedules,https://www.palantir.com/docs/foundry/data-lineage/manage-schedules/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Lineage — Navigation,https://www.palantir.com/docs/foundry/data-lineage/navigation/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Node coloring,https://www.palantir.com/docs/foundry/data-lineage/node-coloring/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Data Lineage — Overview,https://www.palantir.com/docs/foundry/data-lineage/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Roll back a pipeline,https://www.palantir.com/docs/foundry/data-lineage/pipeline-rollback/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Save and share a graph,https://www.palantir.com/docs/foundry/data-lineage/save-share-graph/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
See the impact of marking changes,https://www.palantir.com/docs/foundry/data-lineage/see-impact-marking-changes/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Understand out-of-date datasets,https://www.palantir.com/docs/foundry/data-lineage/stale-datasets/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
CSV parsing,https://www.palantir.com/docs/foundry/dataset-preview/csv-parsing/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Dataset Preview — Faq,https://www.palantir.com/docs/foundry/dataset-preview/dataset-preview-faq/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Dataset Preview — Overview,https://www.palantir.com/docs/foundry/dataset-preview/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Time Travel,https://www.palantir.com/docs/foundry/dataset-preview/time-travel/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
developer toolchain,https://www.palantir.com/docs/foundry/dev-toolchain/overview/,Foundry & AIP,Developer toolchain,P0,"Official developer surface: OSDKs, APIs, MCP, compute modules, endpoints, and branching.",2026-07-27,AI Platform (AIP) | Analytics | Data connectivity & integration | Developer toolchain | Management & enablement | Model connectivity & development | Observability | Ontology building | Product delivery | Security & governance | Use case development
Application metrics,https://www.palantir.com/docs/foundry/developer-console/application-metrics/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Application restrictions,https://www.palantir.com/docs/foundry/developer-console/application-restrictions/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Create a new application,https://www.palantir.com/docs/foundry/developer-console/create-application/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Create an offline-capable application with the embedded ontology,https://www.palantir.com/docs/foundry/developer-console/create-embedded-ontology-application/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Hosting an application on Foundry,https://www.palantir.com/docs/foundry/developer-console/deploy-custom-application-on-foundry/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Add OSDK to an existing application,https://www.palantir.com/docs/foundry/developer-console/how-to-add-to-existing-typescript/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Bootstrap a Java application,https://www.palantir.com/docs/foundry/developer-console/how-to-bootstrapping-java/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Bootstrap a Python application,https://www.palantir.com/docs/foundry/developer-console/how-to-bootstrapping-python/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Bootstrap a back-end TypeScript application,https://www.palantir.com/docs/foundry/developer-console/how-to-bootstrapping-server-side-typescript/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Bootstrap a TypeScript application,https://www.palantir.com/docs/foundry/developer-console/how-to-bootstrapping-typescript/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Create an application in a different organization,https://www.palantir.com/docs/foundry/developer-console/how-to-create-backend-service-app-different-org/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Manage Node.js version in a Foundry code repository,https://www.palantir.com/docs/foundry/developer-console/manage-node-version-in-foundry-code-repository/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Install an application with Marketplace,https://www.palantir.com/docs/foundry/developer-console/marketplace-installation/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Standalone OAuth clients (legacy),https://www.palantir.com/docs/foundry/developer-console/oauth-clients/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Ontology MCP,https://www.palantir.com/docs/foundry/developer-console/ontology-mcp/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Developer Console — Overview,https://www.palantir.com/docs/foundry/developer-console/overview/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
Developer Console — Permissions,https://www.palantir.com/docs/foundry/developer-console/permissions/,Foundry & AIP,Developer toolchain,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Developer toolchain
